,username,recipe_id,rating
87,southern & soul food_fan_630,How-to-make-Masala-Fish-Fry-1281115,4
82,southern & soul food_fan_630,Indian-Style-Baked-Tofu-1507752,2
83,southern & soul food_fan_630,Healthy-Paneer-Makhani-1263105,3
80,southern & soul food_fan_630,5-Minute-Salmon-Sauce-Indian-Style-1474008,3
81,southern & soul food_fan_630,Palak-daal-308711,4
95,southern & soul food_fan_630,Southern-Honey-Baked-Ham-1360914,5
99,southern & soul food_fan_630,Braised-Country-Ribs-in-Tomato-Sauce-1062395,5
97,southern & soul food_fan_630,Frugal-Southern-Beans-and-Ham-1070048,5
94,southern & soul food_fan_630,Southern-Style-Pulled-Pork-BBQ-471484,5
92,southern & soul food_fan_630,Slow-Cooker-Southern-Style-Ham-1061940,5
102,southern & soul food_fan_630,Skillet-Beef-_-Broccoli-1549837,2
106,southern & soul food_fan_630,Nobu_s-Miso-Marinated-Black-Cod-546663,5
101,southern & soul food_fan_630,Roasted-salmon-with-balsamic-sauce-309887,5
104,southern & soul food_fan_630,Garlic-lover_s-vegetable-stir-fry-with-eggplant_-zucchini_-and-yellow-squash-309526,1
108,southern & soul food_fan_630,How-To-Make-Pork-Dumplings-1008479,2
117,southern & soul food_fan_630,Irish-Beef-Stew-Recipezaar_5,1
119,southern & soul food_fan_630,Core-Irish-Beef-Stew-Recipezaar,2
112,southern & soul food_fan_630,Guinness-Irish-Lamb-Stew-1752473,4
110,southern & soul food_fan_630,Corned-Beef-and-Cabbage-1520686,2
116,southern & soul food_fan_630,Corned-Beef-and-Cabbage-1545664,4
124,southern & soul food_fan_630,English-Roast-Beef-Allrecipes,1
122,southern & soul food_fan_630,Minced-Beef-Wellington-1243870,1
126,southern & soul food_fan_630,Mini-Beef-Wellingtons-1443669,1
120,southern & soul food_fan_630,Sunday-Rib-Roast-Epicurious,1
121,southern & soul food_fan_630,Perfect-Sunday-Roast-1575220,1
138,southern & soul food_fan_630,Chicken-With-Sherry-Vinegar-Sauce-My-Recipes,1
137,southern & soul food_fan_630,Simple-Baked-Ham-1086701,4
132,southern & soul food_fan_630,Balsamic_glazed-Halibut-My-Recipes,1
131,southern & soul food_fan_630,Garlic_herb-Roasted-Chicken-My-Recipes,1
135,southern & soul food_fan_630,Steak-Salad-My-Recipes_1,4
142,southern & soul food_fan_630,Mexican-Meatloaf-983138,2
146,southern & soul food_fan_630,Instant-Pot-_or-Slow-Cooker_-Low-Carb-Green-Chile-Pork-Taco-Bowl-2035715,4
148,southern & soul food_fan_630,Salsa-Verde-Chicharron-Tacos-1344920,3
141,southern & soul food_fan_630,Slow-Cooker-Salsa-Verde-Chicken-Tacos-1559821,2
147,southern & soul food_fan_630,Slow-Cooker-Pork-Tacos-1334884,1
152,southern & soul food_fan_630,Thai-Red-Curry-Meatballs-with-Coconut-Curry-Sauce-1546960,5
154,southern & soul food_fan_630,Thai-Fishcake-Skewers-1259999,1
156,southern & soul food_fan_630,Thai-Style-Steamed-Sea-Bass-1491808,3
155,southern & soul food_fan_630,Thai-Chicken-Wings-with-Peanut-Sauce-1503217,2
150,southern & soul food_fan_630,Thai-Garlic-Chili-Shrimp-960660,5
163,southern & soul food_fan_630,Swedish-Meatballs-1034858,5
165,southern & soul food_fan_630,Turkey-Swedish-Meatballs-1000031,5
164,southern & soul food_fan_630,Favorite-Swedish-Meatballs-1324614,1
161,southern & soul food_fan_630,Low-Calorie-Swedish-Meatballs-1243921,3
160,southern & soul food_fan_630,Oven-baked-swedish-meatballs-309856,2
172,southern & soul food_fan_630,Ratatouille-tart-307134,5
174,southern & soul food_fan_630,Trout-Provencale-En-Papillote-1046115,4
170,southern & soul food_fan_630,Easy-french-ratatouille-308073,5
179,southern & soul food_fan_630,Frisee-Salad-with-Duck-Livers-511087,5
173,southern & soul food_fan_630,Bachelorette-Not-Quite-Bouillabaisse-1223028,1
180,southern & soul food_fan_630,Tofu-Scramble-Recipe-Southwestern-Style-1994866,4
182,southern & soul food_fan_630,Slow-cooker-southwestern-pork-roast-303705,1
181,southern & soul food_fan_630,Slow-Cooker-Chicken-Fajitas-1892578,4
186,southern & soul food_fan_630,Southwest-chicken-salad-slider-melts-333377,5
187,southern & soul food_fan_630,Baked-Creamy-Chicken-Taquitos-990478,2
193,southern & soul food_fan_630,Mediterranean-turkey-meatballs-with-herbed-yogurt-sauce-308201,4
197,southern & soul food_fan_630,Garlic-Shrimp-My-Recipes_1,3
195,southern & soul food_fan_630,Mediterranean-Pizza-1834600,2
194,southern & soul food_fan_630,Mediterranean-Roasted-Spatchcock-Chicken-994915,1
192,southern & soul food_fan_630,Greek-Meatballs-with-Tzatziki-Sauce-1589104,1
207,southern & soul food_fan_630,Gnocchi-with-Cherry-Tomatoes-and-Garlicky-Panko-Breadcrumbs-1340262,1
202,southern & soul food_fan_630,Clean-Eating-Italian-Style-Shrimp-1196149,5
201,southern & soul food_fan_630,Tomato-Basil-Spaghetti-Squash-Bake-1119451,2
203,southern & soul food_fan_630,Caprese-Meatballs-_Low-Carb-_-Gluten-Free_-483036,5
206,southern & soul food_fan_630,White-whole-wheat-pizza-dough-308605,1
8,perry_cant_get_enough_american_eatz_236,German-Pork-Chops-and-Sauerkraut-AllRecipes-40040,2
1,perry_cant_get_enough_american_eatz_236,Runzas-_Bierocks_-1601298,5
5,perry_cant_get_enough_american_eatz_236,Sauerkraut-Chickpea-Flour-Ravioli-_-Spiced-Applesauce-1592004,5
6,perry_cant_get_enough_american_eatz_236,Sauerbraten-1500604,2
9,perry_cant_get_enough_american_eatz_236,Bratwurst-With-Apples_-Onion_-And-Sauerkraut-Epicurious,4
11,perry_cant_get_enough_american_eatz_236,Asian-Style-Scallops-I-Adore-Food-55293,1
16,perry_cant_get_enough_american_eatz_236,Ginger-beef-_-broccoli-298531,1
17,perry_cant_get_enough_american_eatz_236,Chili-shrimp-and-asparagus-stir-fry-352470,2
10,perry_cant_get_enough_american_eatz_236,Easy-Noodle-Stir-Fry-1170602,3
13,perry_cant_get_enough_american_eatz_236,Easy-Chicken-Teriyaki-1172111,4
27,perry_cant_get_enough_american_eatz_236,Cuban-Red-Beans-1235096,3
28,perry_cant_get_enough_american_eatz_236,Cuban-Style-Pulled-Pork-Sliders-495061,5
20,perry_cant_get_enough_american_eatz_236,Cuban-roast-pork-_lechon-asado_-351717,3
29,perry_cant_get_enough_american_eatz_236,Cuban-Potato-Balls-_Papas-Rellenas_-481776,5
21,perry_cant_get_enough_american_eatz_236,Cuban-Speciality_-Potato-Filled-With-Meat-1012661,3
39,perry_cant_get_enough_american_eatz_236,Slow-Cooker-Hungarian-Goulash-1099957,2
31,perry_cant_get_enough_american_eatz_236,Marha-Porkolt---Hungarian-Beef-Paprika-Stew-1019991,5
34,perry_cant_get_enough_american_eatz_236,Hungarian-Goulash-I-1605017,3
37,perry_cant_get_enough_american_eatz_236,Hungarian-Beef-Goulash-1360569,1
32,perry_cant_get_enough_american_eatz_236,Slow-Cookers-Beef-Paprikash-1044728,4
41,perry_cant_get_enough_american_eatz_236,Beef-Teriyaki-978715,3
44,perry_cant_get_enough_american_eatz_236,Nobu_s-Miso-Marinated-Black-Cod-2011466,5
49,perry_cant_get_enough_american_eatz_236,Protein-Packed-Japanese-Tofu-Steak-1314305,5
46,perry_cant_get_enough_american_eatz_236,Black-Cod-with-Miso-_Miso-marinated-Black-Cod_-1455849,3
43,perry_cant_get_enough_american_eatz_236,Unagi-Don-_Unadon_-1032097,3
54,perry_cant_get_enough_american_eatz_236,Spanish_style-Shrimp-With-Garlic-My-Recipes,5
59,perry_cant_get_enough_american_eatz_236,Spanish-Recipe-Caldillo-De-Perro-1520879,1
55,perry_cant_get_enough_american_eatz_236,Chunky-Vegetable-Paella-1717560,5
57,perry_cant_get_enough_american_eatz_236,Albondigas-_Spanish-Meatballs_-1116469,3
50,perry_cant_get_enough_american_eatz_236,Spanish-style-garlic-shrimp-298317,2
60,perry_cant_get_enough_american_eatz_236,Moroccan-Inspired-Pork-Stew-1332144,3
68,perry_cant_get_enough_american_eatz_236,Moroccan-Chicken-with-Lemons-and-Olives-1825054,3
69,perry_cant_get_enough_american_eatz_236,Chicken-Tagine-with-Preserved-Lemon_-Olives-and-Thyme-1514904,5
61,perry_cant_get_enough_american_eatz_236,Moroccan-Spiced-Fish-1994862,1
66,perry_cant_get_enough_american_eatz_236,Moroccan-Spiced-Tuna-Steaks-1519093,2
72,perry_cant_get_enough_american_eatz_236,Skinny_-Greek-Style-Vegetarian-Pizza_-Ready-in-10-Minutes_-633758,1
76,perry_cant_get_enough_american_eatz_236,Feta-Stuffed-Greek-Meatballs-with-Lemon-Garlic-Yogurt-Sauce-991145,1
73,perry_cant_get_enough_american_eatz_236,Greek-Stuffed-Tomatoes-With-Quinoa-And-Black-Lentils-556703,1
70,perry_cant_get_enough_american_eatz_236,Spanakopita-Casserole-490232,1
79,perry_cant_get_enough_american_eatz_236,Stuffed-Grape-Leaves-with-Cucumber-Yogurt-Sauce-1026905,1
86,perry_cant_get_enough_american_eatz_236,Dhal-Curry-983208,2
82,perry_cant_get_enough_american_eatz_236,Indian-Style-Baked-Tofu-1507752,3
83,perry_cant_get_enough_american_eatz_236,Healthy-Paneer-Makhani-1263105,1
89,perry_cant_get_enough_american_eatz_236,Marrow-Curry-1233252,5
87,perry_cant_get_enough_american_eatz_236,How-to-make-Masala-Fish-Fry-1281115,5
98,perry_cant_get_enough_american_eatz_236,Carolina-Style-Slow-Cooker-Pulled-Pork-1223383,4
96,perry_cant_get_enough_american_eatz_236,Keto-Crispy-Fried-Chicken-1706866,1
92,perry_cant_get_enough_american_eatz_236,Slow-Cooker-Southern-Style-Ham-1061940,5
97,perry_cant_get_enough_american_eatz_236,Frugal-Southern-Beans-and-Ham-1070048,5
93,perry_cant_get_enough_american_eatz_236,Mama_s-Fried-Chicken-1894447,4
103,perry_cant_get_enough_american_eatz_236,10-Minute-Stir-Fry-1192417,3
100,perry_cant_get_enough_american_eatz_236,Asian_Style-Pork-Chops-Martha-Stewart,5
102,perry_cant_get_enough_american_eatz_236,Skillet-Beef-_-Broccoli-1549837,2
109,perry_cant_get_enough_american_eatz_236,Peanut-Sesame-Chicken-Rice-Paper-Rolls-1555865,5
108,perry_cant_get_enough_american_eatz_236,How-To-Make-Pork-Dumplings-1008479,5
116,perry_cant_get_enough_american_eatz_236,Corned-Beef-and-Cabbage-1545664,4
117,perry_cant_get_enough_american_eatz_236,Irish-Beef-Stew-Recipezaar_5,5
111,perry_cant_get_enough_american_eatz_236,Slow-Cooker-Traditional-Irish-Stew-1551337,4
110,perry_cant_get_enough_american_eatz_236,Corned-Beef-and-Cabbage-1520686,2
119,perry_cant_get_enough_american_eatz_236,Core-Irish-Beef-Stew-Recipezaar,2
128,perry_cant_get_enough_american_eatz_236,Steak-And-Kidney-Pie-I-Allrecipes,5
125,perry_cant_get_enough_american_eatz_236,Panfried-Chinese-Pork-Pie-_Xian-Bing_-1512743,3
126,perry_cant_get_enough_american_eatz_236,Mini-Beef-Wellingtons-1443669,3
121,perry_cant_get_enough_american_eatz_236,Perfect-Sunday-Roast-1575220,2
129,perry_cant_get_enough_american_eatz_236,Cottage-Pie-Allrecipes,5
134,perry_cant_get_enough_american_eatz_236,Spicy-Marinated-Eye-Of-Round-My-Recipes,5
131,perry_cant_get_enough_american_eatz_236,Garlic_herb-Roasted-Chicken-My-Recipes,5
137,perry_cant_get_enough_american_eatz_236,Simple-Baked-Ham-1086701,5
130,perry_cant_get_enough_american_eatz_236,Vegetarian-Lentil-Burger-575506,5
138,perry_cant_get_enough_american_eatz_236,Chicken-With-Sherry-Vinegar-Sauce-My-Recipes,5
149,perry_cant_get_enough_american_eatz_236,Mexican-Pull-Apart-Pizza-1359291,2
143,perry_cant_get_enough_american_eatz_236,Enchilada-Meatballs-in-the-Crock-Pot-983143,4
140,perry_cant_get_enough_american_eatz_236,Buffalo-Chicken-Taquitos-1186877,1
147,perry_cant_get_enough_american_eatz_236,Slow-Cooker-Pork-Tacos-1334884,1
141,perry_cant_get_enough_american_eatz_236,Slow-Cooker-Salsa-Verde-Chicken-Tacos-1559821,3
153,perry_cant_get_enough_american_eatz_236,Chicken-Pad-Thai-Wontons-749401,5
158,perry_cant_get_enough_american_eatz_236,Thai-Green-Chicken-Curry-1749304,1
154,perry_cant_get_enough_american_eatz_236,Thai-Fishcake-Skewers-1259999,1
157,perry_cant_get_enough_american_eatz_236,Thai-Fried-Rice-1164164,5
151,perry_cant_get_enough_american_eatz_236,Thai-style-Fish-With-Coconut-Sauce-1586474,5
163,perry_cant_get_enough_american_eatz_236,Swedish-Meatballs-1034858,5
165,perry_cant_get_enough_american_eatz_236,Turkey-Swedish-Meatballs-1000031,5
169,perry_cant_get_enough_american_eatz_236,Aunt-Bee_s-Swedish-Meatballs-and-Meatloaf-1310633,5
164,perry_cant_get_enough_american_eatz_236,Favorite-Swedish-Meatballs-1324614,3
160,perry_cant_get_enough_american_eatz_236,Oven-baked-swedish-meatballs-309856,4
177,perry_cant_get_enough_american_eatz_236,Duck-Confit-1978938,4
179,perry_cant_get_enough_american_eatz_236,Frisee-Salad-with-Duck-Livers-511087,2
173,perry_cant_get_enough_american_eatz_236,Bachelorette-Not-Quite-Bouillabaisse-1223028,1
178,perry_cant_get_enough_american_eatz_236,i-heart-keenwah-Herbes-de-Provence-Quinoa-Puff-Crusted-Cod-Filets-1927100,1
174,perry_cant_get_enough_american_eatz_236,Trout-Provencale-En-Papillote-1046115,4
182,perry_cant_get_enough_american_eatz_236,Slow-cooker-southwestern-pork-roast-303705,4
188,perry_cant_get_enough_american_eatz_236,Mini-Mexican-Meatloaves-1247371,2
187,perry_cant_get_enough_american_eatz_236,Baked-Creamy-Chicken-Taquitos-990478,4
181,perry_cant_get_enough_american_eatz_236,Slow-Cooker-Chicken-Fajitas-1892578,3
185,perry_cant_get_enough_american_eatz_236,Baked-Chicken-Taquitos-1602874,3
190,perry_cant_get_enough_american_eatz_236,Mediterranean-fish-packets-304237,1
191,perry_cant_get_enough_american_eatz_236,Low-Carb-Baked-Greek-Meatballs-with-Feta-and-Oregano-1495557,3
199,perry_cant_get_enough_american_eatz_236,Pan-Roasted-Fish-with-Mediterranean-Tomato-Sauce-1745940,4
197,perry_cant_get_enough_american_eatz_236,Garlic-Shrimp-My-Recipes_1,5
198,perry_cant_get_enough_american_eatz_236,Mediterranean-Pan-Roasted-Salmon-931756,3
203,perry_cant_get_enough_american_eatz_236,Caprese-Meatballs-_Low-Carb-_-Gluten-Free_-483036,4
207,perry_cant_get_enough_american_eatz_236,Gnocchi-with-Cherry-Tomatoes-and-Garlicky-Panko-Breadcrumbs-1340262,3
209,perry_cant_get_enough_american_eatz_236,Healthy-Chicken-Alfredo-Pizza-499474,5
206,perry_cant_get_enough_american_eatz_236,White-whole-wheat-pizza-dough-308605,5
208,perry_cant_get_enough_american_eatz_236,Tuscan-Herb-Cod-with-Tomatoes-_-Arugula-556649,1
7,english_connoisseur_993,Sirloin-Stroganoff-MyRecipes-249593,3
3,english_connoisseur_993,Sauerbraten-Beef-in-Gingersnap-Gravy-1540117,2
0,english_connoisseur_993,Pork-Schnitzels-778938,2
4,english_connoisseur_993,Sauerbraten-1340986,1
2,english_connoisseur_993,Sausage-Sauerkraut-Sloppy-Joes-1557576,1
10,english_connoisseur_993,Easy-Noodle-Stir-Fry-1170602,3
16,english_connoisseur_993,Ginger-beef-_-broccoli-298531,2
11,english_connoisseur_993,Asian-Style-Scallops-I-Adore-Food-55293,2
15,english_connoisseur_993,World_s-Easiest-Garlicky-Green-Beans-Stir-Fry-685309,4
12,english_connoisseur_993,Spicy-Garlic-and-Pepper-Shrimp-Stir-Fry-1192554,4
23,english_connoisseur_993,Cuban-Empanadas-1299337,3
29,english_connoisseur_993,Cuban-Potato-Balls-_Papas-Rellenas_-481776,3
21,english_connoisseur_993,Cuban-Speciality_-Potato-Filled-With-Meat-1012661,1
26,english_connoisseur_993,Cuban-Style-Lamb-1733103,1
20,english_connoisseur_993,Cuban-roast-pork-_lechon-asado_-351717,4
31,english_connoisseur_993,Marha-Porkolt---Hungarian-Beef-Paprika-Stew-1019991,1
32,english_connoisseur_993,Slow-Cookers-Beef-Paprikash-1044728,1
30,english_connoisseur_993,Hungarian-Goulash-1975672,2
38,english_connoisseur_993,Crockpot-Hungarian-Goulash-1784747,3
39,english_connoisseur_993,Slow-Cooker-Hungarian-Goulash-1099957,5
40,english_connoisseur_993,Beef-Negimaki-1128838,3
47,english_connoisseur_993,Chicken-Teriyaki-573544,2
44,english_connoisseur_993,Nobu_s-Miso-Marinated-Black-Cod-2011466,5
48,english_connoisseur_993,Japanese-Crispy-Fried-Shrimp-630308,2
41,english_connoisseur_993,Beef-Teriyaki-978715,5
50,english_connoisseur_993,Spanish-style-garlic-shrimp-298317,3
56,english_connoisseur_993,Speedy-Shrimp-and-Orzo-Paella-1197247,4
57,english_connoisseur_993,Albondigas-_Spanish-Meatballs_-1116469,4
58,english_connoisseur_993,Spanish-Meatballs-_Albondigas_-with-Pintos_-Zucchini-and-Tomato-1071290,1
54,english_connoisseur_993,Spanish_style-Shrimp-With-Garlic-My-Recipes,1
61,english_connoisseur_993,Moroccan-Spiced-Fish-1994862,1
63,english_connoisseur_993,Moroccan-vegetable-stew-333901,1
67,english_connoisseur_993,Moroccan-Meat-Cigars-Allrecipes,2
66,english_connoisseur_993,Moroccan-Spiced-Tuna-Steaks-1519093,3
64,english_connoisseur_993,White-Bean-Tagine-_Loubia_-989755,2
75,english_connoisseur_993,Savory-Greek-Waffle-Pizzas-1522725,3
74,english_connoisseur_993,Greek-Pizza-1253983,4
78,english_connoisseur_993,Greek-Meatballs-in-Lemon-Sauce-1566510,5
72,english_connoisseur_993,Skinny_-Greek-Style-Vegetarian-Pizza_-Ready-in-10-Minutes_-633758,4
71,english_connoisseur_993,Spinach-and-Feta-Greek-Stuffed-Pork-Chops-1273937,3
83,english_connoisseur_993,Healthy-Paneer-Makhani-1263105,3
85,english_connoisseur_993,Mattar-Paneer-1421128,3
89,english_connoisseur_993,Marrow-Curry-1233252,5
88,english_connoisseur_993,Dum-Aloo-1087722,4
87,english_connoisseur_993,How-to-make-Masala-Fish-Fry-1281115,1
90,english_connoisseur_993,Mama_s-Fried-Chicken-1050513,4
97,english_connoisseur_993,Frugal-Southern-Beans-and-Ham-1070048,4
99,english_connoisseur_993,Braised-Country-Ribs-in-Tomato-Sauce-1062395,1
96,english_connoisseur_993,Keto-Crispy-Fried-Chicken-1706866,4
94,english_connoisseur_993,Southern-Style-Pulled-Pork-BBQ-471484,2
102,english_connoisseur_993,Skillet-Beef-_-Broccoli-1549837,2
101,english_connoisseur_993,Roasted-salmon-with-balsamic-sauce-309887,1
100,english_connoisseur_993,Asian_Style-Pork-Chops-Martha-Stewart,2
104,english_connoisseur_993,Garlic-lover_s-vegetable-stir-fry-with-eggplant_-zucchini_-and-yellow-squash-309526,1
103,english_connoisseur_993,10-Minute-Stir-Fry-1192417,3
113,english_connoisseur_993,Bacon-and-Cabbage-Stir-fry-1018148,5
111,english_connoisseur_993,Slow-Cooker-Traditional-Irish-Stew-1551337,1
116,english_connoisseur_993,Corned-Beef-and-Cabbage-1545664,2
119,english_connoisseur_993,Core-Irish-Beef-Stew-Recipezaar,2
110,english_connoisseur_993,Corned-Beef-and-Cabbage-1520686,3
127,english_connoisseur_993,Pork-Pie-Allrecipes,5
129,english_connoisseur_993,Cottage-Pie-Allrecipes,5
125,english_connoisseur_993,Panfried-Chinese-Pork-Pie-_Xian-Bing_-1512743,5
121,english_connoisseur_993,Perfect-Sunday-Roast-1575220,5
124,english_connoisseur_993,English-Roast-Beef-Allrecipes,5
139,english_connoisseur_993,Merlot-Pot-Roast-With-Horseradish-Smashed-Potatoes-My-Recipes,3
133,english_connoisseur_993,Dijon-Rack-Of-Lamb-My-Recipes,2
132,english_connoisseur_993,Balsamic_glazed-Halibut-My-Recipes,1
130,english_connoisseur_993,Vegetarian-Lentil-Burger-575506,5
138,english_connoisseur_993,Chicken-With-Sherry-Vinegar-Sauce-My-Recipes,1
141,english_connoisseur_993,Slow-Cooker-Salsa-Verde-Chicken-Tacos-1559821,4
140,english_connoisseur_993,Buffalo-Chicken-Taquitos-1186877,5
147,english_connoisseur_993,Slow-Cooker-Pork-Tacos-1334884,3
146,english_connoisseur_993,Instant-Pot-_or-Slow-Cooker_-Low-Carb-Green-Chile-Pork-Taco-Bowl-2035715,3
143,english_connoisseur_993,Enchilada-Meatballs-in-the-Crock-Pot-983143,4
159,english_connoisseur_993,Thai-Inspired-Turkey-Mini-Meatball-Lettuce-Wraps-1614929,2
151,english_connoisseur_993,Thai-style-Fish-With-Coconut-Sauce-1586474,5
152,english_connoisseur_993,Thai-Red-Curry-Meatballs-with-Coconut-Curry-Sauce-1546960,4
153,english_connoisseur_993,Chicken-Pad-Thai-Wontons-749401,4
155,english_connoisseur_993,Thai-Chicken-Wings-with-Peanut-Sauce-1503217,1
162,english_connoisseur_993,Swedish-Meatballs-1588508,5
168,english_connoisseur_993,Swedish-Meatballs-1040623,5
167,english_connoisseur_993,Ikea-Swedish-Meatballs-1369339,1
163,english_connoisseur_993,Swedish-Meatballs-1034858,3
160,english_connoisseur_993,Oven-baked-swedish-meatballs-309856,2
174,english_connoisseur_993,Trout-Provencale-En-Papillote-1046115,1
178,english_connoisseur_993,i-heart-keenwah-Herbes-de-Provence-Quinoa-Puff-Crusted-Cod-Filets-1927100,1
170,english_connoisseur_993,Easy-french-ratatouille-308073,1
175,english_connoisseur_993,Cuban-French-Bread-Pizza-1905608,1
173,english_connoisseur_993,Bachelorette-Not-Quite-Bouillabaisse-1223028,1
185,english_connoisseur_993,Baked-Chicken-Taquitos-1602874,5
189,english_connoisseur_993,6-Ingredient-Green-Chile-Chicken-Enchiladas-_Gluten-Free-_-Double-Batch-for-the-Freezer_-1700178,5
181,english_connoisseur_993,Slow-Cooker-Chicken-Fajitas-1892578,5
184,english_connoisseur_993,Skinny-Taco-Cups-1212257,1
188,english_connoisseur_993,Mini-Mexican-Meatloaves-1247371,4
195,english_connoisseur_993,Mediterranean-Pizza-1834600,5
199,english_connoisseur_993,Pan-Roasted-Fish-with-Mediterranean-Tomato-Sauce-1745940,3
190,english_connoisseur_993,Mediterranean-fish-packets-304237,2
196,english_connoisseur_993,Mediterranean-Red-Snapper-678240,2
198,english_connoisseur_993,Mediterranean-Pan-Roasted-Salmon-931756,2
207,english_connoisseur_993,Gnocchi-with-Cherry-Tomatoes-and-Garlicky-Panko-Breadcrumbs-1340262,1
201,english_connoisseur_993,Tomato-Basil-Spaghetti-Squash-Bake-1119451,3
206,english_connoisseur_993,White-whole-wheat-pizza-dough-308605,3
203,english_connoisseur_993,Caprese-Meatballs-_Low-Carb-_-Gluten-Free_-483036,1
205,english_connoisseur_993,Total-Choice-Spinach-Stuffed-Chicken-995251,3
9,danyel_only_eats_spanish_grub_008,Bratwurst-With-Apples_-Onion_-And-Sauerkraut-Epicurious,2
0,danyel_only_eats_spanish_grub_008,Pork-Schnitzels-778938,4
1,danyel_only_eats_spanish_grub_008,Runzas-_Bierocks_-1601298,1
4,danyel_only_eats_spanish_grub_008,Sauerbraten-1340986,5
2,danyel_only_eats_spanish_grub_008,Sausage-Sauerkraut-Sloppy-Joes-1557576,3
17,danyel_only_eats_spanish_grub_008,Chili-shrimp-and-asparagus-stir-fry-352470,5
11,danyel_only_eats_spanish_grub_008,Asian-Style-Scallops-I-Adore-Food-55293,1
12,danyel_only_eats_spanish_grub_008,Spicy-Garlic-and-Pepper-Shrimp-Stir-Fry-1192554,2
16,danyel_only_eats_spanish_grub_008,Ginger-beef-_-broccoli-298531,3
19,danyel_only_eats_spanish_grub_008,Steamed-Scallops-with-Soy-Sauce-and-Garlic-Oil-497320,4
27,danyel_only_eats_spanish_grub_008,Cuban-Red-Beans-1235096,1
21,danyel_only_eats_spanish_grub_008,Cuban-Speciality_-Potato-Filled-With-Meat-1012661,1
26,danyel_only_eats_spanish_grub_008,Cuban-Style-Lamb-1733103,1
25,danyel_only_eats_spanish_grub_008,Cuban-Black-Beans-_with-Kale_-2031963,1
23,danyel_only_eats_spanish_grub_008,Cuban-Empanadas-1299337,1
30,danyel_only_eats_spanish_grub_008,Hungarian-Goulash-1975672,4
31,danyel_only_eats_spanish_grub_008,Marha-Porkolt---Hungarian-Beef-Paprika-Stew-1019991,5
38,danyel_only_eats_spanish_grub_008,Crockpot-Hungarian-Goulash-1784747,1
